"date","Appliances","lights","T1","RH_1","T2","RH_2","T3","RH_3","T4","RH_4"
"2016-01-11 17:00:00","  60","30","19.890000000000001","47.596666666666700","19.199999999999999","44.789999999999999","19.789999999999999","44.729999999999997","19.000000000000000","45.566666666666698"
"2016-01-11 17:10:00","  60","30","19.890000000000001","46.693333333333300","19.199999999999999","44.722499999999997","19.789999999999999","44.789999999999999","19.000000000000000","45.992500000000000"
"2016-01-11 17:20:00","  50","30","19.890000000000001","46.299999999999997","19.199999999999999","44.626666666666701","19.789999999999999","44.933333333333302","18.926666666666701","45.890000000000001"
"2016-01-11 17:30:00","  50","40","19.890000000000001","46.066666666666698","19.199999999999999","44.590000000000003","19.789999999999999","45.000000000000000","18.890000000000001","45.723333333333301"
"2016-01-11 17:40:00","  60","40","19.890000000000001","46.333333333333300","19.199999999999999","44.530000000000001","19.789999999999999","45.000000000000000","18.890000000000001","45.530000000000001"
"2016-01-11 17:50:00","  50","40","19.890000000000001","46.026666666666699","19.199999999999999","44.500000000000000","19.789999999999999","44.933333333333302","18.890000000000001","45.729999999999997"
"2016-01-11 18:00:00","  60","50","19.890000000000001","45.766666666666701","19.199999999999999","44.500000000000000","19.789999999999999","44.899999999999999","18.890000000000001","45.789999999999999"
"2016-01-11 18:10:00","  60","50","19.856666666666701","45.560000000000002","19.199999999999999","44.500000000000000","19.730000000000000","44.899999999999999","18.890000000000001","45.863333333333301"
"2016-01-11 18:20:00","  60","40","19.789999999999999","45.597499999999997","19.199999999999999","44.433333333333302","19.730000000000000","44.789999999999999","18.890000000000001","45.789999999999999"
"2016-01-11 18:30:00","  70","40","19.856666666666701","46.090000000000003","19.230000000000000","44.399999999999999","19.789999999999999","44.863333333333301","18.890000000000001","46.096666666666700"
"2016-01-11 18:40:00"," 230","70","19.926666666666701","45.863333333333301","19.356666666666701","44.399999999999999","19.789999999999999","44.899999999999999","18.890000000000001","46.430000000000000"
"2016-01-11 18:50:00"," 580","60","20.066666666666698","46.396666666666697","19.426666666666701","44.399999999999999","19.789999999999999","44.826666666666704","19.000000000000000","46.430000000000000"
"2016-01-11 19:00:00"," 430","50","20.133333333333301","48.000000000000000","19.566666666666698","44.399999999999999","19.890000000000001","44.899999999999999","19.000000000000000","46.363333333333301"
"2016-01-11 19:10:00"," 250","40","20.260000000000002","52.726666666666702","19.730000000000000","45.100000000000001","19.890000000000001","45.493333333333297","19.000000000000000","47.223333333333301"
"2016-01-11 19:20:00"," 100","10","20.426666666666701","55.893333333333302","19.856666666666701","45.833333333333300","20.033333333333299","47.526666666666699","19.000000000000000","48.696666666666701"
"2016-01-11 19:30:00"," 100","10","20.566666666666698","53.893333333333302","20.033333333333299","46.756666666666703","20.100000000000001","48.466666666666697","19.000000000000000","48.490000000000002"
"2016-01-11 19:40:00","  90","10","20.730000000000000","52.659999999999997","20.166666666666700","47.223333333333301","20.199999999999999","48.530000000000001","18.926666666666701","48.156666666666702"
"2016-01-11 19:50:00","  70","30","20.856666666666701","53.659999999999997","20.199999999999999","47.056666666666700","20.199999999999999","48.447499999999998","18.890000000000001","47.963333333333303"
"2016-01-11 20:00:00","  80","30","20.890000000000001","51.193333333333300","20.199999999999999","46.329999999999998","20.199999999999999","48.193333333333300","18.963333333333299","48.630000000000003"
